post_title,listing_category,_address,_phone,_whatsapp,_email,_website,_instagram,_facebook,_thumbnail_id,_gallery,_geolocation_lat,_geolocation_long,post_content
MIKELINO´S - Pizzería,Gastronomía,Domicilio  Av. H. Yrigoyen 1663   -Ciudad,2604225441,2604225441,,,https://www.instagram.com/mikelinosoficial/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/mikelinos.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/mikelinos.png,-34.609427980431,-68.350244028657,MIKELINO´S - Pizzería en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/29/mikelinos-pizzeria/
AFTER HOUSE - Minutas - Hamburguesas,Gastronomía,Domicilio  Chile 1590 – Ciudad,2604314257,2604314257,,,https://www.instagram.com/afterhouse.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/after-house.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/after-house.png,-34.611168,-68.337523,AFTER HOUSE - Minutas - Hamburguesas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/hafter-house-minutas-pizzas/
SR. CAFE (Café- Bar),Gastronomía,Domicilio  San Martín esq. H. Yrigoyen – Ciudad,02604429107,02604429107,,,,https://www.facebook.com/Sr.cafeSR/?paipv=0&eav=Afak9LSFxaW4qatHySQ6zOMeujDbG4E1B7DmVbUmhh-PnurVg3MX3__cljWmgURHSPM&_rdr,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/se-cafe.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/se-cafe.png,-34.616057311472,-68.329997122441,SR. CAFE (Café- Bar) en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/sr-cafe-cafe-bar-2/
RISTTRETO Café,Gastronomía,Domicilio  Pellegrini 40    – Ciudad,2604557559,2604557559,,,https://www.instagram.com/ristretto.cafe.bar/?hl=es-la,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/ristr.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/ristr.png,-34.6152080375,-68.330841669579,RISTTRETO Café en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/risttreto-cafe/
PASTELLA- Café - Pastelería,Gastronomía,Domicilio  Av. San Martín 435 – Ciudad,2604342496,2604342496,,,https://www.instagram.com/pastella.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/pastella.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/pastella.png,-34.6118205,-68.3276005,PASTELLA- Café - Pastelería en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/pastella-cafe-pasteleria/
PARADOR MILLCAYAC - Valle Grande,Gastronomía,Domicilio  R. Provincial 173 km. 19- Valle Grande,2604408014,2604408014,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/milca-2.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/milca-2.png,-34.878395637998,-68.556080996361,PARADOR MILLCAYAC - Valle Grande en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/parador-millcayac-valle-grande/
OLULA - Café de especialidad,Gastronomía,"Domicilio    República de Siria 96,  Ciudad",,,,,https://www.instagram.com/olula.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/olula-san-rfael.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/olula-san-rfael.png,-34.611997796283,-68.345654276119,OLULA - Café de especialidad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/28/olula-cafe-de-especialidad/
FUNEZ UN BAR - Café - Bar,Gastronomía,"Domicilio   Dean Funes 890, Ciudad de San Rafael.",2604310229,2604310229,,,https://www.instagram.com/funez.unbar/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/funez-un-bar.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/funez-un-bar.png,-34.615316289537,-68.365412249223,FUNEZ UN BAR - Café - Bar en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/27/funez-un-bar-cafe-bar/
FRAMBUESA- Café - Pastelería,Gastronomía,Domicilio         Jose Hernández 2477 – Ciudad,02613895474,02613895474,,,https://www.instagram.com/frambuesa.cake/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/frambuesa.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/frambuesa.png,-34.611168,-68.337523,FRAMBUESA- Café - Pastelería en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/27/frambuesa-cafe-pasteleria/
PARADOR EL DESVIO- El Desvio,Gastronomía,Ubicación  Ruta Nacional 144 y Ruta Provincial 180- Desvio El Nihuil,2604350203,2604350203,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/el-desvio-el-nihuil.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/el-desvio-el-nihuil.png,-34.858365014595,-68.694588117625,PARADOR EL DESVIO- El Desvio en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/27/parador-el-desvio-el-desvio/
BAKO Café - Restó - Valle Grande,Gastronomía,"Domicilio    Ruta 173 Km 14,5 Valle Grande, San Rafael.",,,,,https://www.instagram.com/bako.resto/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/bako-cafe-resto.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/09/bako-cafe-resto.png,-34.878395637998,-68.556080996361,BAKO Café - Restó - Valle Grande en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/09/26/bako-cafe-resto-valle-grande/
SUTER PETIT RESTO - Cocina de Autor,Gastronomía,Ubicación  Av. Hipólito Yrigoyen 3003 – Las Paredes,2604808681,2604808681,,https://linktr.ee/suterpetitresto,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/08/Imagen-de-WhatsApp-2024-08-26-a-las-10.16.11_0e3cc3f6.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/08/Imagen-de-WhatsApp-2024-08-26-a-las-10.16.11_0e3cc3f6.jpg,-34.56411,-68.46156,SUTER PETIT RESTO - Cocina de Autor en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/08/26/suter-petit-resto-cocina-de-autor/
HOGAREÑO&#8217;S 🏡-Restaurante y Comidas para llevar,Gastronomía,"Domicilio  Ruta Nacional 143, km498, Salto de las Rosas- San Rafael",2604560330,2604560330,,,https://www.instagram.com/hogarenos.sr?utm_source=qr&igsh=cmVpc282ZzBpNjQ2,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/07/41d6b659-32cb-4599-b9dc-358a757899b2.jpeg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/07/41d6b659-32cb-4599-b9dc-358a757899b2.jpeg,-34.721113958506,-68.232382491739,HOGAREÑO&#8217;S 🏡-Restaurante y Comidas para llevar en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/07/03/hogarenos-%f0%9f%8f%a1-restaurante-y-comidas-para-llevar/
EL MATUNGO Restaurante,Gastronomía,"Domicilio  Los Andes 263, Villa 25 de Mayo, San Rafael.",5492604502558,5492604502558,,,https://www.instagram.com/elmatungo.sr/,https://www.facebook.com/elmatungosr/,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/06/el-matungo-2.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/06/el-matungo-2.png,-34.584836711217,-68.547791812207,EL MATUNGO Restaurante en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/06/19/el-matungo-restaurante/
TOSCANA Restó - Ciudad,Gastronomía,Domicilio  Castelli 19 Ciudad,2604406178,2604406178,,,https://www.instagram.com/toscana_resto/?locale=zh-hans,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/06/a9d1d773-0659-4702-82f2-70138da80293.jpeg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/06/a9d1d773-0659-4702-82f2-70138da80293.jpeg,-34.61281,-68.33858,TOSCANA Restó - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/06/13/toscana-resto-ciudad/
EL CAMINO DEL VINO - Wine Bar & Chill Out,Gastronomía,Domicilio  Coronel Suárez 475- Ciudad de San Rafael,2604414300,2604414300,,https://linktr.ee/elcaminodelvino?utm_source=linktree_profile_share,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/02/el-camino-del-vino-restaurante.jpeg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/02/el-camino-del-vino-restaurante.jpeg,-34.615657,-68.336268,EL CAMINO DEL VINO - Wine Bar & Chill Out en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/02/23/el-camino-del-vino-wine-bar-chill-out/
BODEGA FOW & Restó - Cuadro Benegas,Gastronomía,DOMICILIO  Calle Mercado 1405 – Cuadro Benegas,5492604606882,5492604606882,,https://linktr.ee/fowines,https://www.instagram.com/fowines.fow/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/02/WhatsApp-Image-2025-09-17-at-13.23.09.jpeg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2024/02/WhatsApp-Image-2025-09-17-at-13.23.09.jpeg,-34.6400686,-68.466892,BODEGA FOW & Restó - Cuadro Benegas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2024/02/09/bodega-fow-resto-cuadro-benegas/
CASA MADRE Restaurante- Casa de Té,Gastronomía,Domicilio  Avenida  Hipólito Yrigoyen 5814 – LAS PAREDES,2613895474,2613895474,,,https://www.instagram.com/casamadre2024/,https://www.facebook.com/people/Frambuesa-pasteler%C3%ADa-cafe-resto/100051045673835/?locale=es_ES,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/12/casa-madre.jpeg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/12/casa-madre.jpeg,-34.56411,-68.46156,CASA MADRE Restaurante- Casa de Té en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/12/15/frambuesa-cafe-resto/
OPORTO RESTAURANTE -Ciudad,Gastronomía,Avenida Balloffet 124,2604671861,2604671861,,,https://www.instagram.com/oporto.sr/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/12/oporto.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/12/oporto.png,-34.611168,-68.337523,OPORTO RESTAURANTE -Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/12/12/oporto-restaurante-ciudad/
PAPRIKA RESTAURANTE & EVENTOS - VALLE GRANDE,Gastronomía,Ruta Provincial 173 km. 27600,2604624765,2604624765,,https://paprikamendoza.ar/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/06/Paprika-RestauranteEventos.jpeg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/06/Paprika-RestauranteEventos.jpeg,-34.8180878,-68.491366,PAPRIKA RESTAURANTE & EVENTOS - VALLE GRANDE en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/06/21/paprika-restaurante-eventos-valle-grande/
BARRICAS BODEGON MENDOCINO - Parrilla,Gastronomía,Domicilio  Avda. Hipólito Yrigoyen 4041 – Las Paredes,2604126964,2604126964,,,https://www.instagram.com/barricasbodegonmendocino/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/01/barricas-del-bodeg.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/01/barricas-del-bodeg.png,-34.56411,-68.46156,BARRICAS BODEGON MENDOCINO - Parrilla en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/01/24/barricas-de-fuego-parrilla-las-paredes/
BLAXON Steak House & Bar - RESTAURANTE - Ciudad,Gastronomía,Cuba 17 Shopping -Local 1 y 5,,,,,https://www.instagram.com/blaxonrestaurante/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/01/273575901_114536057807663_6765073054358622636_n.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/01/273575901_114536057807663_6765073054358622636_n.jpg,-34.60621,-68.35777,BLAXON Steak House & Bar - RESTAURANTE - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/01/23/blaxon-restaurante-ciudad/
ENCUENTRO`S Café Resto Bar - Ciudad,Gastronomía,Paseo de Los Niños 30- Parque Hipólito Yrigoyen- Ciudad,,,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/01/encuentro-cafe-resto.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2023/01/encuentro-cafe-resto.png,-34.610593986982,-68.348043024702,ENCUENTRO`S Café Resto Bar - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2023/01/20/encuentros-cafe-resto-bar-ciudad/
MISS OLIVOS - (Visitas Guiadas- Venta de Productos) - Cuadro Benegas,Gastronomía,"Domicilio  Ruta 144 km 674,5 – Cuadro Benegas",2604510000,2604510000,,https://www.missolivos.com.ar/Instagram:,https://www.instagram.com/miss.olivos/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/08/6faf727a-7e8c-4525-8ee1-fb5a3b79d972.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/08/6faf727a-7e8c-4525-8ee1-fb5a3b79d972.jpg,-34.638735793026,-68.466797731011,MISS OLIVOS - (Visitas Guiadas- Venta de Productos) - Cuadro Benegas en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/08/12/miss-olivos-cuadro-benegas/
MOSTAZA - Ciudad,Gastronomía,Avenida Hipólito Yrigoyen 1530 – Ciudad,,,,http://www.mostazaweb.com.ar,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/07/mostaza.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/07/mostaza.png,-34.6155874,-68.3318188,MOSTAZA - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/07/28/mostaza-ciudad/
S&M Drinks - Ciudad,Gastronomía,Av. Moreno y Belgrano – Ciudad,,,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/WhatsApp-Image-2022-05-26-at-12.04.33-PM.jpeg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/WhatsApp-Image-2022-05-26-at-12.04.33-PM.jpeg,-34.6110010122,-68.334545981295,S&M Drinks - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/26/sm-drinks-ciudad/
Big Bon - Ciudad,Gastronomía,Av. Hipólito Yrigoyen 1625 – Ciudad,,,,,https://www.instagram.com/bigbonresto/,https://www.facebook.com/Big-bon-100443642467974/,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/big-bon.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/big-bon.jpg,-34.6155874,-68.3318188,Big Bon - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/23/big-bon-ciudad/
Corbo Wine Bar - Ciudad,Gastronomía,Domicilio  Av. Hipólito Yrigoyen 1600 – Ciudad,,,,,https://www.instagram.com/corbo.winebar/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/corbo.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/corbo.jpg,-31.267373507744,-61.495238034807,Corbo Wine Bar - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/23/corbo-wine-bar-ciudad/
LA POSTA DEL CHOLO (Restó) - Valle Grande - (1),Gastronomía,Ruta Prov. N  173 km 18 – Valle Grande,,,,,https://www.instagram.com/postadelcholo/,https://www.facebook.com/laposta.delcholo,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/la-posta-del-cholo-cabanas-1.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/05/la-posta-del-cholo-cabanas-1.jpg,-34.611168,-68.337523,LA POSTA DEL CHOLO (Restó) - Valle Grande - (1) en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/05/12/la-posta-del-cholo-resto-valle-grande-1/
VENAMI (Café)- Ciudad,Gastronomía,Maza y E. Civit  – Ciudad,,,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/venami.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/venami.png,-34.620093114032,-68.32615712114,VENAMI (Café)- Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/venami-cafe/
TABERNA MOSCU Coffee Bar - Ciudad,Gastronomía,Pellegrini 153 – Ciudad,2604396777,2604396777,,,https://www.instagram.com/moscu.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/moscu.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/moscu.jpg,-34.6141129,-68.3304274,TABERNA MOSCU Coffee Bar - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/taberna-moscu-coffee-bar/
SAN TELMO Restó & Bar - Ciudad,Gastronomía,Domicilio  Hipólito Yrigoyen 344 – Ciudad,2604398872,2604398872,,,https://www.instagram.com/santelmobarcafe.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/san-telmo-1.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/san-telmo-1.png,-34.614527111228,-68.334377840317,SAN TELMO Restó & Bar - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/san-telmo-cafe-bar/
RAWSON Bar,Gastronomía,Instagram  Rawson Bar,2604352562,2604352562,,,https://www.instagram.com/rawsonbar/?hl=es-la,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/rawson.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/rawson.jpg,-34.6072316,-68.3555996,RAWSON Bar en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/rawson-bar/
BRUTO Café- Ciudad,Gastronomía,San Martin y Olascoaga – Ciudad,2604663800,2604663800,,,https://www.instagram.com/bruto_panaderia/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/bruto-.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/bruto-.png,-34.615095781449,-68.329331599329,BRUTO Café- Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/raiz/
ATHENA (Bar - Cervecería)- Ciudad,Gastronomía,Avda. H. Yrigoyen 1652  – Ciudad,,,,,https://www.instagram.com/athena.sanrafael/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/athena.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/athena.png,-31.267748271656,-61.495328544674,ATHENA (Bar - Cervecería)- Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/penon-del-aguila-bar-cerveceria/
NINA (Café- Bar) -Ciudad,Gastronomía,Domicilio  San Martín y Olascoaga – Ciudad,2604356668,2604356668,,,https://www.instagram.com/nina_cafebar/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/nina.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/nina.png,-34.615095781449,-68.329331599329,NINA (Café- Bar) -Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/nina-cafe-bar/
LUPE TAQUERIA BAR (Taquería- Bar),Gastronomía,Domicilio  Av. Mariano Moreno y Chile – Ciudad,2604572729,2604572729,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/lupe-taqueria.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/lupe-taqueria.jpg,-34.612984002853,-68.335567986749,LUPE TAQUERIA BAR (Taquería- Bar) en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/lupe-taqueria-bar-taqueria-bar/
LA DELICIA BULEVARD - Ciudad,Gastronomía,H. Yrigoyen 1594 – Ciudad,,,,https://ladeliciaboulevard.com.ar/,https://www.instagram.com/ladeliciadelboulevard/,https://www.facebook.com/ladeliciadelboulevard,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-delicia.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-delicia.jpg,-34.6161243,-68.3298772,LA DELICIA BULEVARD - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/la-delicia-bulevard/
LA BARRA (Bar- Café) - Valle Grande,Gastronomía,Base Lago Valle Grande,,,,,,https://www.facebook.com/portaldelatuelsanrafael/,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-barra.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-barra.png,-34.611168,-68.337523,LA BARRA (Bar- Café) - Valle Grande en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/la-barra-bar-cafe/
GUANTANAMO POOL BAR - Ciudad,Gastronomía,Hipólito Yrigoyen 1630 – Ciudad,,,,,https://www.instagram.com/guantanamo.sanrafael/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/guantanamo.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/guantanamo.jpg,-34.6155874,-68.3318188,GUANTANAMO POOL BAR - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/guantanamo-pool-bar/
GARRISON CAFE- BAR - Ciudad,Gastronomía,Domicilio  Avda. H. Yrigoyen 355 – Ciudad,,,,,https://www.instagram.com/garrison.cafebar/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/garrison.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/garrison.png,-34.614862303536,-68.334047928608,GARRISON CAFE- BAR - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/garrison-cafe-bar/
RITUAL (Minutas- Cervecería) - Ciudad,Gastronomía,Domicilio  Av. Sarmiento 2100 – Ciudad,,,,,https://www.instagram.com/ritualcomidasycerveza/?hl=es,https://www.facebook.com/ritualcomidasycerveza,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/el-ritual.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/el-ritual.jpg,-34.611168,-68.337523,RITUAL (Minutas- Cervecería) - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/ritual-minutas-cerveceria/
EL PATIO (Café Bar) - Ciudad,Gastronomía,Domicilio  Hipólito Yrigoyen 1555 – Ciudad,154061648,154061648,,,https://www.instagram.com/elpatio.goodfood/?hl=es,https://www.facebook.com/elpatiobeerhouse,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/el-patio.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/el-patio.png,-34.609946987876,-68.348836036561,EL PATIO (Café Bar) - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/el-patio-cafe-bar/
NORDICO - Cerveza al Paso - Ciudad,Gastronomía,H. Yrigoyen 718 – Ciudad,,,,,https://www.instagram.com/elnordicocraftbeer/?hl=es,https://www.facebook.com/elnordicocraftbeer,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/el-nordico.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/el-nordico.jpg,-34.6102203,-68.3472402,NORDICO - Cerveza al Paso - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/nordico-cerveza-al-paso/
EL FORTIN Café - Ciudad,Gastronomía,Domicilio  Barcala y Las Heras – Ciudad,,,,,https://www.instagram.com/elfortinpanaderia/?hl=es,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/EL-FORTIN-PANADERIA-Y-CAFE.jpeg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/EL-FORTIN-PANADERIA-Y-CAFE.jpeg,-34.618262003464,-68.327233022231,EL FORTIN Café - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/el-fortin-cafe/
DON CARLOS (Café-Bar) - Ciudad,Gastronomía,Domicilio  Avenida Hipólito Yrigoyen 71 – Ciudad,0260154519325,0260154519325,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/don-carlos-cafe.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/don-carlos-cafe.jpg,-34.615963392246,-68.330960873669,DON CARLOS (Café-Bar) - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/la-nueva-cosecha-71-cafe-minutas-2/
LA NUEVA COSECHA 71 (Café- Minutas) - Ciudad,Gastronomía,Av. Hipólito Yrigoyen 674 – Ciudad,,,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-nueva-cosecha-71..jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/la-nueva-cosecha-71..jpg,-34.6132425,-68.3381031,LA NUEVA COSECHA 71 (Café- Minutas) - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/la-nueva-cosecha-71-cafe-minutas/
CHAKANA Bar (Café -Bar) - Valle Grande,Gastronomía,Ruta Prov. 173 km 20 – Valle Grande,,,,http://www.saintjosephweb.com.ar/,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/chakana.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/chakana.png,-34.878395637998,-68.556080996361,CHAKANA Bar (Café -Bar) - Valle Grande en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/chakana-bar-cafe-bar/
SAN ISIDRO - Café Restó - Ciudad,Gastronomía,Avda. Hipólito Yrigoyen 700 – Ciudad,,,,,https://www.instagram.com/cafesanisidro.sr/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/san-isidro-.jpg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/san-isidro-.jpg,-34.613157,-68.3383633,SAN ISIDRO - Café Restó - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/castelli-tienda-y-cafe/
CANTINA A GO GO - Ciudad,Gastronomía,Avda. San Martín y Chile – Ciudad,0260154108487,0260154108487,,,https://www.instagram.com/cantinaagogo/?hl=es,https://www.facebook.com/CantinaaGoGo,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/cantina-a-gogo.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/cantina-a-gogo.png,-34.615038407322,-68.329508625124,CANTINA A GO GO - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/cantina-a-go-go/
CAFÉ DEL MUNDO - Ciudad,Gastronomía,Ubicación 1   Avda. Hipólito Yrigoyen 1661 – Ciudad,,,,https://www.cafedelmundo.com.ar/,https://www.instagram.com/cafedelmundoarg/,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/cafe-del-mundo.jpeg,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/cafe-del-mundo.jpeg,-34.610326753881,-68.34734480738,CAFÉ DEL MUNDO - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/cafe-del-mundo/
BUFETT TERMINAL DE OMNIBUS - Ciudad,Gastronomía,Gral. Paz 980 – Ciudad,,,,,,,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/buffet-terminal.png,https://sanrafaelturismo.gov.ar/wp-content/uploads/2022/03/buffet-terminal.png,-34.611168,-68.337523,BUFETT TERMINAL DE OMNIBUS - Ciudad en San Rafael. Más información en: https://sanrafaelturismo.gov.ar/2022/03/30/bufett-terminal-de-omnibus/
