id,nombre,email,telefono,whatsapp,direccion,website,instagram,facebook,google_maps_url,is_premium,verificado
440,"Cabañas Calderón – Las Paredes",,5492604351626,5492604351626,"Avenida  Hipólito  Yrigoyen 2480 – Las Paredes",http://www.cabanascalderon.com.ar/,https://www.instagram.com/cabanascalderon/,,,,0
441,"Cabañas La Cosecha – Rama Caída",,260154418312,260154418312,"Cubillos 6165 –  Rama Caída",https://www.cabanaslacosecha.com.ar/,https://www.instagram.com/cablacosecha/,,,,0
442,"Hotel Dalí- 1 Estrella",,,,"Belgrano 44 – Ciudad",http://www.dalihotel.com.ar/,,,,,0
443,"Hotel Dalí- 1 Estrella",,,,"Belgrano 44 – Ciudad",http://www.dalihotel.com.ar/,,,,,0
444,"CASARTERO Eco Posada",,260154827716,260154827716,"Calle Artero 880 – Cañada Seca",http://www.casartero.com/,https://www.instagram.com/casartero/?hl=es,,,,0
445,"Cabañas El Abrazo – Rama Caída",,260154679616,260154679616,"Ejercito De Los Andes 9000 – Rama Caída",http://www.cabanaselabrazo.com.ar/,https://www.instagram.com/cabanaselabrazo/,,,,0
446,"Cabañas San Francisco – Las Paredes",,5492604586617,5492604586617,"Bentos 124 – Las Paredes",,,,,,0
447,"Cabañas El Arca De Noé – Rama Caída",,260154594306,260154594306,"Gutiérrez km 5 esq. Morales -Rama Caída",http://www.cabanaselarcadenoe.com.ar/,https://www.instagram.com/cabanaselarcadenoe/,https://www.facebook.com/cabanaselarcadenoe,,,0
448,"Cabañas Rincón Del Valle – Valle Grande",,"km 24","5 – Valle Grande""","""Ruta Prov. 173",2601545810682604604990,,http://www.rincondelvallecab.com.ar/,,,0
449,"Cabañas Jim-Yes – Rama Caída",,,,"Cubillos 5735 – Rama Caída",,,,,,0
450,"Hotel Nitra II – Valle Grande – 3 Estrellas",,2604530067,2604530067,"Ruta Prov. N  173 km 25.2 – Valle Grande",http://www.hotelesnitra.com.ar/hotel-san-rafael.html,,,,,0
451,"LA JUANITA (Restó de Campo ) - Las Paredes",,,,"Domicilio  V. Bianchi 5500 – Las Paredes",,https://www.instagram.com/lajuanitarestaurantcasadete/?hl=es,,,,0
452,"Cabañas Ayum Elun Aldea de Río – Valle Grande",,"5 – Valle Grande""",260154538866,"""Ruta Prov. 173 km 20",,http://www.ayumelun.com/,https://www.instagram.com/ayumelun.aldeaderio/,,,0
453,"ASTOR Cervecería - San Rafael",,"","","Av. Balloffet 396 – Ciudad",https://sanrafaelturismo.gov.ar/2022/03/30/astor-cerveceria/,https://www.instagram.com/astor.sanrafael/,"",,,0
454,"Cabañas Villa Santa Clara Del Atuel- Valle Grande",,,,"Ruta Prov. 173 km 12 – Valle Grande",http://www.villasantaclara.net/,https://www.instagram.com/villasantaclaradelatuel/?hl=es-la,https://www.facebook.com/santaclaradelatuel,,,0
455,"VIENTO ANDINO Complejo de Cabañas",,5492604400666,5492604400666,"Sardini Sur 1205 – Las Paredes",https://www.vientoandino.com.ar/?fbclid=PAZXh0bgNhZW0CMTEAAac9ZGGQsolyho_eHdiohl7EJPDeHHd6VuI_1JG7q4ZcAFtoc6kJ8SOed32dsQ_aem_qluQ6l4F4DLacakHk2ZCZQ,https://www.instagram.com/complejovientoandino?igsh=cWw5amQzdHoxMTAz&utm_source=qr,,,,0
456,"SAN ISIDRO - Café Restó - Ciudad",,,,"Avda. Hipólito Yrigoyen 700 – Ciudad",,https://www.instagram.com/cafesanisidro.sr/,,,,0
457,"VILLA BONITA Resto de Campo (Restó) - Villa 25 de Mayo (1)",,,,"Ruta 150 s n – Villa 25 de Mayo",http://www.complejovillabonita.com.ar,https://www.instagram.com/complejovillabonita/,,,,0
458,"DON CARLOS (Café-Bar) - Ciudad",,260154519325,260154519325,"Domicilio  Avenida Hipólito Yrigoyen 71 – Ciudad",,,,,,0
459,"LA MANSA GRILL HOUSE - Cuadro Bombal - Cuadro Nacional",,"5-  Cuadro Bombal – Cuadro Nacional""",260154238499154062002,"""Ruta 146 km 383",,https://lamansa.com.ar/,https://www.instagram.com/lamansawinesestates/,,,0
460,"SIERRA PINTADA E.V.T.- Excursiones Locales",,,,"Avda. San Martin 120 local 3- Ciudad de San Rafael",http://www.sierrapintada.com/,,,,,0
461,"Hotel Bonito – 2 Estrellas",,5492604566882,5492604566882,"Av. San Martín 329",,https://www.instagram.com/bonitohotel_sr/?hl=es,,,,0
462,"Cabañas Ermitazh – Valle Grande",,"km 13","5 – Valle Grande""","""Ruta Prov. 173",260154510202,,http://complejoermitazh.com/index.php,,,0
463,"Apart Hotel Los Reyunos – 1 Estrella – Los Reyunos",,5492604682007,5492604682007,"Club de Náutica y Pesca – Los Reyunos",http://www.losreyunos.net/,https://www.instagram.com/losreyunosapart/,,,,0
464,"Cabañas Agata – Valle Grande",,"km 22","5 – Valle Grande""","""Ruta Prov. 173",2604667079,,http://www.agatacabanas.com.ar/,,,0
465,"Cabañas El Valle- Ciudad",,5492604600031,5492604600031,"Av. Balloffet 1758 – Ciudad",http://www.cabanaselvalle.com.ar/,,,,,0
466,"Cabañas Finca Richmond – Cuadro Benegas",,"3 – Cuadro Benegas""",260154632132,"""R. Nacional 144 Km- 669",,,https://www.instagram.com/fincarichmond/,,,0
467,"Apart Hotel Cavis - 1 Estrella",,5492604600662,5492604600662,"Avenida  Balloffet 150 – Ciudad",https://www.aparthotelcavis.com.ar/,,,,,0
468,"Cabañas Aldo – Las Paredes",,5492604589050,5492604589050,"El Toledano 3195 – Las Paredes",,https://www.instagram.com/cabaldo.sanrafael/,https://www.facebook.com/cabanasaldosanrafael/,,,0
469,"Cabañas Arco Iris – Las Paredes",,5492604591478,5492604591478,"El Chañaral 776 -Las Paredes",http://cabanasarcoiris.com.ar/,,,,,0
470,"LA JARILLA HOSTEL",,2604567476,2604567476,"Ubicación  Av. San Martín 402 esq. Luzuriaga – Ciudad",,https://www.instagram.com/lajarillahostel/profilecard/?igsh=MWg1NmlydjNsdGM5Mg%3D%3D,https://www.facebook.com/profile.php?id=61560233292333&mibextid=ZbWKwL,,,0
471,"Cabañas Club De Pescadores – El Nihuil",,5492604552080,5492604552080,"Margen izquierda Lago El Nihuil",http://www.clubdepescadoressr.com.ar/,,,,,0
472,"Cabañas Buena Vista – Valle Grande",,2601545464844248671,2601545464844248671,"Ruta Prov. 173 km 18 – Valle Grande",http://www.buenavistadelvalle.com.ar/,https://www.instagram.com/buenavista.vallegrande/,,,,0
473,"Cabañas El Arca De Noé – Rama Caída",,260154594306,260154594306,"Gutiérrez km 5 esq. Morales -Rama Caída",http://www.cabanaselarcadenoe.com.ar/,https://www.instagram.com/cabanaselarcadenoe/,https://www.facebook.com/cabanaselarcadenoe,,,0
474,"Cabañas del Puente – Las Paredes",,5491167947338,5491167947338,"Los Filtros 8501 – Las Paredes",http://www.cabdelpuente.com/,https://www.instagram.com/cabdelpuente_sr/,,,,0
475,"Hotel Family Inn – Las Paredes – 2 Estrellas",,2604675514,2604675514,"Av. Hipólito Yrigoyen 5501 – Las Paredes",http://www.familyinnsanrafael.com.ar,,,,,0
476,"Cabañas El Pueblo Escondido – Rama Caída",,260154408456,260154408456,"Cubillos 4035 – Rama Caída",http://www.elpuebloescondido.com.ar/,https://www.instagram.com/pueblo.escondido/,,,,0
477,"Apart La Aldea de San Rafael",,5492604536078,5492604536078,"Hipólito Yrigoyen 4398 – Las Paredes",http://www.laaldeadesanrafael.com.ar,https://www.instagram.com/laaldeadesanrafael/,,,,0
478,"Apart Hotel Sesma – Cuadro Nacional – 2 Estrellas",,5492604323299,5492604323299,"Calle Salas 500 – Cuadro Nacional",http://www.complejosesma.com.ar,https://www.instagram.com/complejo_sesma/,,,,0
479,"Hostel Antonieta - Ciudad",,260154011920,260154011920,"Day 244 – Ciudad",https://antonietahostel.com.ar/,https://www.instagram.com/antonietahostel/?hl=es,,,,0
480,"CABAÑAS ELITA - Rama Caída",,541132636242,541132636242,"Domicilio  Ejército de Los Andes 6905- Rama Caída",,https://www.instagram.com/elitasanrafael,https://www.facebook.com/ElitaSanRafael/,,,0
481,"Cabañas La Viñuela – Ciudad",,5492604534006,5492604534006,"Santiago Grain 3030 – Loteo Viñuela  Altura de Dean Funes y Los Filtros  –",http://www.lavinuela.com.ar/,,https://www.facebook.com/lavinuela/,,,0
482,"Cabañas Espejos Del Río – Rama Caída",,260154223945154810160,260154223945154810160,"Ruta Prov. 175 s n Rama Caída",,https://www.instagram.com/espejosdelrio_alojamiento/,,,,0
483,"Cabañas Río Azul 2- 2 Estrellas – Valle Grande",,2604305017,2604305017,"Ruta Prov. 173 km 33 – Valle Grande",http://www.complejorioazul.com.ar/,https://www.instagram.com/rioazulvallegrande/,,,,0
484,"Cabañas La Horqueta – Rama Caída",,,,"Cubillos 6165 – km 5- Rama Caída",http://www.complejolahorqueta.com.ar/,,https://www.facebook.com/santiago.toledo1,,,0
485,"Cabañas Los Troncos- Ciudad",,5492604058587,5492604058587,"Avenida  Balloffet 2825- Ciudad",http://www.lostroncoscab.com.ar/,https://www.instagram.com/complejoturisticolostroncos/,,,,0
486,"Cabañas Los Nietos- Ciudad",,5492604655542,5492604655542,"Avenida  Vélez Sarsfield 1333 – Ciudad",,https://www.instagram.com/losnietoscabanas/,,,,0
487,"SAN TELMO Restó & Bar - Ciudad",,2604398872,2604398872,"Domicilio  Hipólito Yrigoyen 344 – Ciudad",,https://www.instagram.com/santelmobarcafe.sr/,,,,0
488,"COMPLEJO UTN Los Reyunos",,2604021708,2604021708,"Ubicación  Ruta Provincial 150 – Los Reyunos",https://www.reyunos.utn.edu.ar/habitaciones.html,https://www.instagram.com/utn_losreyunos/?hl=es,,,,0
489,"Apart Hotel Talú - Ciudad",,5492604619229,5492604619229,"Blas Parera esq. Roca – Ciudad",,https://www.instagram.com/taluapart/?hl=es,,,,0
490,"Cabañas Rocas Amarillas- 2 Estrellas – Valle Grande",,"1 – Valle Grande""",260154624765,"""Ruta Prov. 173 – km 29",,http://www.rocas-amarillas.com.ar/,https://www.instagram.com/rocas_amarillas/,,,0
491,"Apart Hotel La Bodega- Las Paredes",,5492604571788,5492604571788,"Las Vírgenes 2880 – Las Paredes",http://www.labodegaaparthotel.com/,,,,,0
492,"Cabañas Carü Leufu – Valle Grande",,"4 – Valle Grande""",260154418025,"""Ruta Prov. 173 km Ruta Prov. 173 km 17",,http://www.caruleufu.com.ar/,https://www.instagram.com/caruleufuofficial/,,,0
493,"Cabañas Complejo La Piedra – El Nihuil",,5492604577686,5492604577686,"Beltrán 320- El Nihuil",,,,,,0
494,"Cabañas Las Acequias – Rama Caída",,,,"Ejército de Los Andes 3300 – Rama Caída",http://www.lasacequiassanrafael.com/,,,,,0
495,"Hotel Francia - Ciudad",,26015433729202604429351,26015433729202604429351,"Francia 248 – Ciudad",https://alojamientofrancia.com.ar/,https://www.instagram.com/hotel_francia/,"Hotel Francia",,,0
496,"Cabañas La Divina Pereza – Rama Caída",,5492604030573,5492604030573,"Cubillos 4035- Rama Caída",http://www.ladivinapereza.com.ar/,https://www.instagram.com/divinapereza/,https://www.facebook.com/divina.pereza/?__tn__=%2Cd%2CP-R&eid=ARCb_vEOugdNTxwqEPMznbDl7fWrtdH9Vw0pLiJ2MWl1BPAhIa4c-hDTZqJu6ab3NmokkU6QC6wWXBlX,,,0
497,"Apart Hotel Colorina & Spa – San Rafael",,5492604692666,5491167059202,"Canadá 329 – Las Paredes",http://www.colorinamza.com.ar/san_rafael/,https://www.instagram.com/colorina.sr/,"",,,1
498,"Cabañas Río Diamante – Las Paredes",,5492604340135,5492604340135,"Los Filtros 5015 – Las Paredes",,https://www.instagram.com/cabanas_rio_diamante/,,,,0
499,"Cabañas Aoni Kenk- Rama Caída",,260154611611,260154611611,"Quiroga 400 Rama Caída",,https://www.instagram.com/aoni_kenk_sr/,https://www.facebook.com/cabanasaonikenksr/?locale=es_LA,,,0
500,"Cabañas Cuatro Cascadas – Valle Grande",,,,"Ruta Prov. 173 km 28 – Valle Grande",http://www.cuatrocascadas.com.ar/,,,,,0
501,"SUMUS Crepes & Coffe / Juguería - Ciudad",,,,"Domicilio   Av. San Martín 265 – Ciudad",,https://www.instagram.com/sumussanrafael/,,,,0
502,"Cabañas Calderón II – 2 Estrellas – Las Paredes",,5492604351626,5492604351626,"El Toledano Norte 255 – Las Paredes",http://www.cabanascalderon.com.ar/,https://www.instagram.com/cabanascalderon/,,,,0
503,"DUVAR Resto Club -",,2604664018,2604664018,"Domicilio  Hipólito Yrigoyen 3524 – Las Paredes",,https://www.instagram.com/duvarrestoclub/,,,,0
504,"LOMORO Helados & Café",,,,"Domicilio  Av. Balloffet 1205 – Ciudad",,https://www.instagram.com/heladoslomorosanrafael/?hl=es,,,,0
505,"LA COCINA DE PETTRA (Resto)",,,,"Bartolomé Mitre 3866, B1650 San Martín, Provincia de Buenos Aires, Argentina",https://linktr.ee/lacocinadepettra,https://www.instagram.com/lacocinadepettra/,"",,,0
506,"BIERO (Cervecería) - Ciudad",,,,"Avenida  Av. Hipólito Yrigoyen 2065 – Ciudad",,https://www.instagram.com/bierodraftbeer/?hl=es,https://www.facebook.com/bierodraftbeer,,,0
507,"GUANTANAMO POOL BAR - Ciudad",,,,"Hipólito Yrigoyen 1630 – Ciudad",,https://www.instagram.com/guantanamo.sanrafael/?hl=es,,,,0
508,"Hotel Family Inn – Las Paredes – 2 Estrellas",,2604675514,2604675514,"Av. Hipólito Yrigoyen 5501 – Las Paredes",http://www.familyinnsanrafael.com.ar,,,,,0
509,"Cabañas Las Rocas- Ciudad",,5492604599919,5492604599919,"Cangallo S N – Ciudad","http://cabañaslasrocas.com.ar/#!/-bienvenido/",,https://www.facebook.com/cabaniaslasrocas/,,,0
510,"Cabañas Villa Santa Clara Del Atuel- Valle Grande",,,,"Ruta Prov. 173 km 12 – Valle Grande",http://www.villasantaclara.net/,https://www.instagram.com/villasantaclaradelatuel/?hl=es-la,https://www.facebook.com/santaclaradelatuel,,,0
511,"Cabañas Arco Iris – Las Paredes",,5492604591478,5492604591478,"El Chañaral 776 -Las Paredes",http://cabanasarcoiris.com.ar/,,,,,0
512,"Cabañas Río Azul 2- 2 Estrellas – Valle Grande",,2604305017,2604305017,"Ruta Prov. 173 km 33 – Valle Grande",http://www.complejorioazul.com.ar/,https://www.instagram.com/rioazulvallegrande/,,,,0
513,"Cabañas Posada San Vicente – Rama Caída",,"5 – Rama Caída""",260154599141,"""Ruta Prov. 173 km 3",,http://www.posadasanvicente.net/,https://www.instagram.com/sanvicenteposada/,,,0
514,"Cabañas Lo De Luis – Las Paredes",,5492604330502,5492604330502,"Ruta Nacional 143 km 7.5 – Las Paredes",,https://www.instagram.com/cabanaslodeluis/?hl=es,,,,0
515,"Cabañas Rincón Azul – Rama Caída",,2601543317762604617379,2601543317762604617379,"Ejercito De Los Andes 9100 – Rama Caída.",http://www.rinconazulsanrafael.com/,https://www.instagram.com/cabanasrinconazul/,,,,0
516,"Cabañas Rincón Del Valle – Valle Grande",,"km 24","5 – Valle Grande""","""Ruta Prov. 173",2601545810682604604990,,http://www.rincondelvallecab.com.ar/,,,0
517,"Suter Petit Hotel – Las Paredes",,154808681,154808681,"Av. Hipolito Yrigoyen 3003 – Las Paredes",http://www.suterhotel.com.ar/,https://www.instagram.com/suter.petit.hotel/?hl=es,,,,0
518,"Cabañas La Vita E Bella – Las Paredes",,5492604620272,5492604620272,"Las Vírgenes 1390  – Las Paredes",http://www.lavitaebella.com.ar/,https://www.instagram.com/lavitaebellacabanas/,,,,0
519,"Hotel Balloffet – 1 Estrella",,,,"Av. Balloffet 326 – Ciudad",,,,,,0
520,"Nihuil Hotel – El Nihuil",,,,"El Nihuil  a 75 km. de Ciudad de San Rafael",https://www.smata.com.ar/el-nihuil-hotel/,,,,,0
521,"Cabañas Frutos Deliciosos- Rama Caída",,,,"R. Nac. 143 km 513 – Rama Caída",http://frutosdeliciosos.com.ar/cabanas/,https://www.instagram.com/fruto.sdeliciosos/?hl=es,,,,0
522,"Apart Hotel Patios del Mediterráneo – 1 Estrella",,,,"Avenida San Martín 77  – Ciudad",http://www.patiosdelmediterraneo.com/,https://www.instagram.com/patio.mediterraneo.apart.hotel/,,,,0
523,"Cabañas Expoarte -Las Paredes",,5492604670625,5492604670625,"Bertani Sur  1285 – Las  Paredes",,https://www.instagram.com/cabanas_expoarte/,,,,0
524,"Martina Manuel Cabañas – Valle Grande",,"Km. 13.5 – Valle Grande""",111526978208,"""Ruta Prov. 173",,https://www.martinamanuel.com/,https://www.instagram.com/cabanasmartinamanuel/,,,0
525,"Cabañas Las Escondidas Entre Río y Montañas – Valle Grande",," km 15 – Valle Grande""",,"""Ruta P Ruta Prov. 173",,http://www.lasescondidas.com/,https://www.instagram.com/cab.lasescondidas/,,,0
526,"Cabañas Los Troncos- Ciudad",,5492604058587,5492604058587,"Avenida  Balloffet 2825- Ciudad",http://www.lostroncoscab.com.ar/,https://www.instagram.com/complejoturisticolostroncos/,,,,0
527,"Cabañas Entre El Atuel Y El Diamante – Rama Caída",,2601545647000260154564702,2601545647000260154564702,"Cubillos 9700- Rama Caída",,https://www.instagram.com/cabanas_entreatuelydiamante/,,,,0
528,"Cabañas Cuatro Cascadas – Valle Grande",,,,"Ruta Prov. 173 km 28 – Valle Grande",http://www.cuatrocascadas.com.ar/,,,,,0
529,"BABEL (Bar Restó) - Ciudad",,,,"Av. Hipólito Yrigoyen 1574 – Ciudad",,,https://www.facebook.com/BabelBarResto,,,0
530,"Moment’s Bar - Ciudad",,5492604400990,5492604400990,"Av. Deán Funes 998 – Ciudad",https://momentstulugar.com/,https://www.instagram.com/moments.tu.lugar/?hl=es,,,,0
531,"BODEGA TORNAGHI (Bodega) - Ciudad",,,,"Pasteur 715 – Ciudad",http://www.tornaghi.com.ar/,https://www.instagram.com/tornaghiwines/?hl=es-la,https://www.facebook.com/tornaghiwines,,,0
532,"Hostel Rogupani - Ciudad",,5492604419889,5492604419889,"B. De Irigoyen 695 – Ciudad",,,,,,0
533,"LA PREVIA Restó",,2604419615,2604419615,"Domicilio  Av. H. Yrigoyen 2717  – Ciudad",,https://www.instagram.com/laprevia.resto/,,,,0
534,"NORDICO - Cerveza al Paso - Ciudad",,,,"H. Yrigoyen 718 – Ciudad",,https://www.instagram.com/elnordicocraftbeer/?hl=es,https://www.facebook.com/elnordicocraftbeer,,,0
535,"VALLES DEL SOL E.V.T.- Turismo Emisivo",,,,"Av. Rodolfo Iselin 58 – Ciudad",http://www.vallesdelsol.com.ar,,https://www.facebook.com/valles.delsol,,,0
536,"NINA (Café- Bar) -Ciudad",,2604356668,2604356668,"Domicilio  San Martín y Olascoaga – Ciudad",,https://www.instagram.com/nina_cafebar/,,,,0
537,"CASARTERO Eco Posada",,260154827716,260154827716,"Calle Artero 880 – Cañada Seca",http://www.casartero.com/,https://www.instagram.com/casartero/?hl=es,,,,0
538,"Cabañas El Auca – Villa 25 de Mayo",,2604670652,2604670652,"Los Andes 145 – Villa 25 de Mayo",,https://www.instagram.com/elauca/,,,,0
539,"Cabañas La Martina Casa de Campo – Rama Caída",,260154517234,260154517234,"Arroyo 1331",http://www.xn--cabaaslamartina-1qb.com.ar/,https://www.instagram.com/lamartina.cdc/,,,,0
540,"Cabañas Del Lago – Los Reyunos",,5492604404042,5492604404042,"Club de Pesca y Náutica – Los Reyunos",http://www.cabanasreyunos.com.ar/,https://www.instagram.com/casadel_lago/,,,,0
541,"Cabañas San Francisco – Las Paredes",,5492604586617,5492604586617,"Bentos 124 – Las Paredes",,,,,,0
542,"Hotel Ciudad – 1 Estrella",,2604385362,2604385362,"Entre Ríos 96 – Ciudad",,https://www.instagram.com/hotel.ciudadsr/?hl=es,,,,0
543,"ANAHI- Helados",,"",2604019103,"Ubicación  Av. Hipólito Yrigoyen  1475- Ciudad",https://www.pedidosya.com.ar/restaurantes/san-rafael/heladeria-anahi-san-rafael-menu,https://www.instagram.com/heladosanahi/?hl=es-la,https://www.facebook.com/heladosanahi/?locale=es_LA,,,0
544,"Cabañas Las Magnolias- Ciudad",,5492604482102,5492604482102,"Avenida  Balloffet 2245 – Ciudad",http://www.cabanaslasmagnolias.com.ar/,,,,,0
545,"Cabañas Oasis Del Sol – Villa 25 de Mayo",,5492604577003,5492604577003,"Francisco Arbet y S. Martín- Villa 25  de Mayo",http://www.oasisdelsol.com.ar/,,,,,0
546,"Cabañas San José – 1 Estrella – Cuadro Nacional",,5492604805927,5492604805927,"Los Ranqueles 120 – Cuadro Nacional",http://www.complejosanrafael.com.ar/,,,,,0
547,"Cabañas Río Azul 1- Valle Grande",,"km 33 – Valle Grande""",2604403457,"""Ruta Prov. 173",,http://www.rioazulvallegrande.com.ar/,https://www.instagram.com/rioazulvallegrande/,,,0
548,"Hostel Sigrum",,,,"San Juan 155 – Ciudad",,https://www.instagram.com/sigrumhostel/?hl=es-la,,,,0
549,"Cabañas Reina De La Paz – Rama Caída",,5492604646876,5492604646876,"Ejército De Los Andes 1100  – Rama Caída",http://www.cabanasreinadelapaz.com.ar/,,,,,0
550,"Cabañas Postal de los Cerros Finca – Rama Caída",,1131242100,1131242100,"La Bodega 789 – Rama Caída",http://www.postaldeloscerros.com.ar/,https://www.instagram.com/postaldeloscerros/,,,,0
551,"MARTYNIUK Lodge - Las Paredes",,"Las Paredes""",5491130400204,"""Calle Los Maitenes Nº 1600",,http://martyniuk.ar/,https://www.instagram.com/martyniuk_lodges/?utm_medium=copy_link,,,0
552,"Cabañas El Mangrullo – Rama Caída",,,,"Ej. De Los Andes 8900 – Rama Caída",,,,,,0
553,"MOSTAZA - Ciudad",,,,"Avenida Hipólito Yrigoyen 1530 – Ciudad",http://www.mostazaweb.com.ar,,,,,0
554,"ESTACION BELGRANO (Sandwichería) - Ciudad",,,,"Av. San Martín 307 – Ciudad",,,,,,0
555,"BODEGA BIANCHI (Bodega / Espumantes) - Las Paredes",,,,"R. Nac. 143 y Valentin Bianchi – Las Paredes",http://www.bodegasbianchi.com.ar,https://www.instagram.com/bodegasbianchi/?hl=es-la,https://www.facebook.com/BodegasBianchi,,,0
556,"Cabañas Río Diamante – Las Paredes",,5492604340135,5492604340135,"Los Filtros 5015 – Las Paredes",,https://www.instagram.com/cabanas_rio_diamante/,,,,0
557,"Cabañas Lo De Luis – Las Paredes",,5492604330502,5492604330502,"Ruta Nacional 143 km 7.5 – Las Paredes",,https://www.instagram.com/cabanaslodeluis/?hl=es,,,,0
558,"Hotel San Rafael – 3 Estrellas",,260443012728,260443012728,"Domicilio  Day 30 – Ciudad",http://www.sanrafaelhotel.com.ar,,,,,1
559,"Cabañas San José Del Atuel- Rama Caída",,260154572994,260154572994,"Ejército de Los Andes 1900 -Rama Caída",,https://www.instagram.com/sanjosedelatuel/,,,,0
560,"Atuel Cabañas – Valle Grande",,"0260 440-3173","","""Ruta Prov. 173",https://www.atuelcabana.com.ar/,http://www.atuelcabana.com.ar/,"",,,0
561,"LA BODEGA RESTO - Ciudad",,,,"Domicilio  Av. Deán Funes 898 – Ciudad",,,,,,0
562,"Hotel Kalton – 3 Estrellas",,2604430047154060328,2604430047154060328,"Av. Hipólito Yrigoyen 120 – Ciudad",http://www.kaltonhotel.com,https://www.instagram.com/hotelkalton/?hl=es,,,,0
563,"LUPE TAQUERIA BAR (Taquería- Bar)",,2604572729,2604572729,"Domicilio  Av. Mariano Moreno y Chile – Ciudad",,,,,,0
564,"Cabañas Las Magnolias- Ciudad",,5492604482102,5492604482102,"Avenida  Balloffet 2245 – Ciudad",http://www.cabanaslasmagnolias.com.ar/,,,,,0
565,"Valle Grande Aventura",,"0260 459-3696","","34.8351900, -68.5126320, M5600 Valle Grande, Mendoza, Argentina",https://vallegrandeaventura.com.ar/,"","",https://maps.google.com/?cid=1139713816795091720,0,0
566,"SDG TRAVEL- Turismo Emisivo",,2604559238,2604559238,"Avellaneda 243 – Ciudad",http://www.sdgtravel.net/,https://www.instagram.com/sdgtravel2020/,,,,0
567,"NATURALEZA TURISMO - E.V.T. Turismo Emisivo",,2604060643,2604060643,"Santa Fé 15- Local 2",,https://www.instagram.com/naturalezaturismo.sr/,https://www.facebook.com/profile.php?id=100063787460487,,,0
568,"BONY’S PIZZA (Pizzería) - Ciudad",,,,"Av. San Martín 459 – Ciudad",,https://www.instagram.com/bonys.pizza/,https://www.facebook.com/bonyspizza,,,0
569,"Cabañas Oasis Del Sol – Villa 25 de Mayo",,5492604577003,5492604577003,"Francisco Arbet y S. Martín- Villa 25  de Mayo",http://www.oasisdelsol.com.ar/,,,,,0
570,"SUTER PETIT RESTO - Cocina de Autor",,2604808681,2604808681,"Ubicación  Av. Hipólito Yrigoyen 3003 – Las Paredes",https://linktr.ee/suterpetitresto,,,,,0
571,"Cabañas San José Del Atuel- Rama Caída",,260154572994,260154572994,"Ejército de Los Andes 1900 -Rama Caída",,https://www.instagram.com/sanjosedelatuel/,,,,0
572,"Cabañas Los Chalecitos – Valle Grande",,,,"Ruta N  173 km. 13 – Valle Grande.",http://www.loschalecitos.com.ar/,https://www.instagram.com/loschalecitosok/?hl=es,https://www.facebook.com/loschalecitosok/,,,0
573,"Cabañas Bosque Divino – 4 Estrellas – Valle Grande",,"km 36 – Valle Grande""",5492604581603,"""Ruta Prov. 173",,http://www.bosquedivino.com.ar/,https://www.instagram.com/bosquedivino1/,,,0
574,"Cabañas Finca Silvestre – Las Paredes",,5492604532314,5492604532314,"https   wa.me 5492604532314",http://www.fincasilvestre.com.ar/,https://www.instagram.com/fincasilvestre/,,,,0
575,"Hotel Alas- 1 Estrella",,26044227324437435,26044227324437435,"Comandante Salas 51 – Ciudad",http://www.alashotel.com.ar/elhotel.html,https://www.instagram.com/hotelalas/?hl=es,,,,0
576,"Cabañas Calderón II – 2 Estrellas – Las Paredes",,5492604351626,5492604351626,"El Toledano Norte 255 – Las Paredes",http://www.cabanascalderon.com.ar/,https://www.instagram.com/cabanascalderon/,,,,0
577,"SABORES DE MI PUEBLO - Villa 25 de Mayo",,5492604317897,5492604317897,"San Martin 295 – Villa 25 de Mayo",,https://www.instagram.com/saboresdemipueblo25/,,,,0
578,"AYUM ELUN ALDEA DE RIO - (Restaurante) - Valle Grande - (1)",,"5 – Valle Grande""",5492604538866,"""Ruta  Provincial Nº  173 Km. 20",,http://www.ayumelun.com,,,,0
579,"CASA MADRE Restaurante- Casa de Té",,2613895474,2613895474,"Domicilio  Avenida  Hipólito Yrigoyen 5814 – LAS PAREDES",,https://www.instagram.com/casamadre2024/,https://www.facebook.com/people/Frambuesa-pasteler%C3%ADa-cafe-resto/100051045673835/?locale=es_ES,,,0
580,"Cabañas Acacias de la Villa – Villa 25 de Mayo",,5492604554965,5492604554965,"Sarmiento 148 – Villa 25 de Mayo",http://www.acaciasdelavilla.com.ar/,,,,,0
581,"Cabañas Aoni Kenk- Rama Caída",,260154611611,260154611611,"Quiroga 400 Rama Caída",,https://www.instagram.com/aoni_kenk_sr/,https://www.facebook.com/cabanasaonikenksr/?locale=es_LA,,,0
582,"BODEGA LIMBO- Cuadro Benegas",,,,"La Ortizana s n Cuadro Benegas",http://www.limbo.com.ar/,https://www.instagram.com/bodegalimbo/,https://www.facebook.com/bodegalimbo,,,0
583,"LA VIEJA BODEGA SERRA (Bodega / Aceite de Oliva) - Rama Caída",,5492604817994,5492604817994,"Cubillos 4900 –  Rama Caída",http://www.bodegaserra.com.ar,https://www.instagram.com/laviejabodegaserraok?utm_source=qr&igsh=MTF2cWxxaGcycW5nbw%3D%3D,,,,0
584,"GOYENECHEA (Bodega) - Villa Atuel",,,,"Sotero Arizu s n Villa Atuel",http://www.goyenechea.com,https://www.instagram.com/bodegagoyenechea/?hl=es-la,https://www.facebook.com/bodegagoyenechea,,,0
